0;Title;Acronym;GGS Class;GGS Rating;Qualified Classes;Collected Classes;All Qualified Classes;MA-Max. Field Rating;MA-Best Rank Field Rating;MA-Best Class Field Rating;MA-All Field Ratings;MA-All Ranks Field Rating;MA-All Classes Field Rating;MA-Max. Avg. Citations;MA-Best Rank Avg. Citations;MA-Best Class Avg. Citations;MA-All Avg. Citations;MA-All Ranks Avg. Citations;MA-All Classes Avg. Citations;MA-Max. Num. of Papers;MA-Max. Citations;MA-All Num. of Papers;MA-All Citations;LiveSHINE-Max. H-Index;LiveSHINE-Best Rank H-Index;LiveSHINE-Best Class H-Index;LiveSHINE-All H-Indexes;LiveSHINE-All Ranks H-Index;LiveSHINE-All Classes H-Index;LiveSHINE-Max. Avg. Citations;LiveSHINE-Best Rank Avg. Citations;LiveSHINE-Best Class Avg. Citations;LiveSHINE-All Avg. Citations;LiveSHINE-All Ranks Avg. Citations;LiveSHINE-All Classes Avg. Citations;LiveSHINE-Max. Num. of Papers;LiveSHINE-Max. Citations;LiveSHINE-All Num. of Papers;LiveSHINE-All Citations;CORE-Best Class;CORE-All Classes;Num. of Input Records;;;;;;
2437;INTERNATIONAL SYMPOSIUM ON SPATIAL AND TEMPORAL DATABASES;SSTD;2;A-;CORE:A, LiveSHINE:A-, MA:B;A, A-, B;CORE:[A], LiveSHINE:[B|A], MA:[B-|A++];49;582;B-;49;582;B-;31,66;219;A++;31,66;219;A++;286;9054;286;9054;29;448;B;29;448;B;20,4;176;A;20,4;176;A;198;4040;198;4040;A;A;3;;;;;;
2438;INTERNATIONAL CONFERENCE ON SCALE SPACE AND VARIATIONAL METHODS IN COMPUTER VISION;SSVM;Work in Progress;Work in Progress;MA:C;C;MA:[C|C];22;1238;C;22;1238;C;8,81;904;C;8,81;904;C;372;3279;372;3279;;;;;;;;;;;;;;;;;;;1;;;;;;
2439;CONFERENCE ON SECURITY, STEGANOGRAPHY, AND WATERMARKING OF MULTIMEDIA CONTENTS;SSWMC;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A+];39;667;C;39;667;C;23,8;334;A+;23,8;334;A+;295;7022;295;7022;;;;;;;;;;;;;;;;;;;1;;;;;;
2440;INTERNATIONAL SYMPOSIUM ON THEORETICAL ASPECTS OF COMPUTER SCIENCE;STACS;3;B;CORE:A, LiveSHINE:B, MA:B;A, B, B;CORE:[A], LiveSHINE:[B|B], MA:[B|B];80;258;B;80;258;B;15,62;523;B;15,62;523;B;2041;31878;2041;31878;40;265;B;40;265;B;13,56;326;B;13,56;326;B;639;8667;639;8667;A;A;3;;;;;;
2441;STARTING ARTIFICIAL INTELLIGENCE RESEARCH SYMPOSIUM;STAIRS;Work in Progress;Work in Progress;LiveSHINE:C;C;LiveSHINE:[C|D];;;;;;;;;;;;;;;;;10;938;C;10;938;C;3,83;887;D;3,83;887;D;145;556;145;556;;;1;;;;;;
2442;ACM WORKSHOP ON SCALABLE TRUSTED COMPUTING;STC;3;B;CORE:B, LiveSHINE:A-, MA:B-;A-, B, B-;CORE:[B], LiveSHINE:[B|A++], MA:[C|A++];23;1184;C;23;1184;C;33,66;198;A++;33,66;198;A++;73;2457;73;2457;25;536;B;25;536;B;36,23;74;A++;36,23;74;A++;61;2210;61;2210;B;B;3;;;;;;
2443;IEEE INTERNATIONAL WORKSHOP ON SOFTWARE TECHNOLOGY AND ENGINEERING PRACTICE;STEP;Work in Progress;Work in Progress;CORE:B, LiveSHINE:C;B, C;CORE:[B], LiveSHINE:[C|C];;;;;;;;;;;;;;;;;9;959;C;9;959;C;8;581;C;8;581;C;46;368;46;368;B;B;2;;;;;;
2444;INTERNATIONAL CONFERENCE ON SYSTEMS THINKING IN MANAGEMENT;STM;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2445;ACM SYMPOSIUM ON THEORY OF COMPUTING;STOC;1;A++;CORE:A++, LiveSHINE:A++, MA:A++;A++, A++, A++;CORE:[A++], LiveSHINE:[A++|A++], MA:[A++|A++];264;15;A++;264;15;A++;89,62;31;A++;89,62;31;A++;3820;342353;3820;342353;108;24;A++;108;24;A++;51,89;36;A++;51,89;36;A++;961;49867;961;49867;A++;A++;3;;;;;;
2446;WORKSHOP ON STORAGE SECURITY AND SURVIVABILITY;STORAGESS;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A++];19;1487;C;19;1487;C;44,2;136;A++;44,2;136;A++;44;1945;44;1945;;;;;;;;;;;;;;;;;;;1;;;;;;
2447;IEEE SYMPOSIUM ON ULTRASONICS;SU;Work in Progress;Work in Progress;MA:C;C;MA:[C|C];32;776;C;32;776;C;8,99;888;C;8,99;888;C;809;7274;809;7274;;;;;;;;;;;;;;;;;;;1;;;;;;
2448;PHOTONICS SOCIETY SUMMER TOPICAL MEETING SERIES;SUM;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];20;1408;C;20;1408;C;2,44;1831;D;2,44;1831;D;1262;3084;1262;3084;;;;;;;;;;;;;;;;;;;1;;;;;;
2449;SENSOR NETWORKS, UBIQUITOUS, AND TRUSTWORTHY COMPUTING;SUTC;Work in Progress;Work in Progress;MA:C;C;MA:[C|B];28;913;C;28;913;C;15,5;527;B;15,5;527;B;289;4479;289;4479;;;;;;;;;;;;;;;;;;;1;;;;;;
2450;IEEE SYMPOSIUM ON VISUAL LANGUAGES;SVL;Work in Progress;Work in Progress;MA:A-;A-;MA:[B|A++];59;447;B;59;447;B;25,96;297;A++;25,96;297;A++;612;15890;612;15890;;;;;;;;;;;;;;;;;;;1;;;;;;
2451;SYMPOSIUM ON VIRTUAL AND AUGMENTED REALITY;SVR;Work in Progress;Work in Progress;LiveSHINE:C;C;LiveSHINE:[C|D];;;;;;;;;;;;;;;;;14;862;C;14;862;C;2,17;976;D;2,17;976;D;458;994;458;994;;;1;;;;;;
2452;SEMANTIC WEB APPLICATIONS AND PERSPECTIVES;SWAP;Work in Progress;Work in Progress;MA:C;C;MA:[C|C];16;1770;C;16;1770;C;7,58;1017;C;7,58;1017;C;142;1077;142;1077;;;;;;;;;;;;;;;;;;;1;;;;;;
2453;SCANDINAVIAN SYMPOSIUM AND WORKSHOPS ON ALGORITHM THEORY;SWAT;Work in Progress;Work in Progress;LiveSHINE:C, MA:B-;B-, C;LiveSHINE:[C|C], MA:[B-|B];44;613;B-;44;613;B-;12,01;678;B;12,01;678;B;622;7471;622;7471;18;758;C;18;758;C;8,05;577;C;8,05;577;C;185;1489;185;1489;;;2;;;;;;
2454;INTERNATIONAL CONFERENCE ON SOFTWARE DEVELOPMENT;SWDC;Work in Progress;Work in Progress;CORE:B;B;CORE:[B];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;B;1;;;;;;
2455;IEEE INTERNATIONAL WORKSHOP ON DATABASES FOR NEXT-GENERATION RESEARCHERS;SWOD;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2456;ACM WORKSHOP ON SECURE WEB SERVICES;SWS;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];20;1408;C;20;1408;C;6,92;1102;D;6,92;1102;D;306;2118;306;2118;;;;;;;;;;;;;;;;;C;C;2;;;;;;
2457;THE INTERNATIONAL CONFERENCE ON SEMANTIC WEB AND WEB SERVICES;SWWS;Work in Progress;Work in Progress;CORE:C, LiveSHINE:C;C, C;CORE:[C], LiveSHINE:[C|D];;;;;;;;;;;;;;;;;10;938;C;10;938;C;2,44;962;D;2,44;962;D;182;444;182;444;C;C;2;;;;;;
2458;SYMPOSIUM ON SYMBOLIC AND ALGEBRAIC MANIPULATION;SYMSAC;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A++];17;1669;C;17;1669;C;29,17;250;A++;29,17;250;A++;96;2800;96;2800;;;;;;;;;;;;;;;;;;;1;;;;;;
2459;INTERNATIONAL SYMPOSIUM ON SYMBOLIC AND NUMERIC ALGORITHMS FOR SCIENTIFIC COMPUTING;SYNASC;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];19;1487;C;19;1487;C;3,62;1618;D;3,62;1618;D;889;3219;889;3219;;;;;;;;;;;;;;;;;C;C;2;;;;;;
2460;IEEE SYSTEMS CONFERENCE;SYSCON;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];21;1323;C;21;1323;C;3,78;1586;D;3,78;1586;D;944;3567;944;3567;;;;;;;;;;;;;;;;;;;1;;;;;;
2461;CONFERENCE ON CONTROL AND FAULT-TOLERANT SYSTEMS;SYSTOL;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];16;1770;C;16;1770;C;3,58;1625;D;3,58;1625;D;421;1508;421;1508;;;;;;;;;;;;;;;;;;;1;;;;;;
2462;ACM INTERNATIONAL CONFERENCE ON SYSTEMS AND STORAGE;SYSTOR;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];15;1883;C;15;1883;C;6,14;1205;D;6,14;1205;D;154;946;154;946;;;;;;;;;;;;;;;;;;;1;;;;;;
2463;SEARCH: WORKSHOP ON SEARCH, SORTING AND CODING;SEARCH;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2464;SENSOR NETWORKS;SENSOR NETWORKS;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2465;SIMULATION TECHNOLOGY AND TRAINING CONFERENCE;SIMTECT;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2466;THE SYMPOSIUM OF COMBINATORIAL SEARCH;SOCS;Work in Progress;Work in Progress;CORE:NC;NC;CORE:[NC];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NC;NC;1;;;;;;
2467;INTERNATIONAL CONFERENCE ON SOFTWARE METHODS AND TOOLS;SOMET;Work in Progress;Work in Progress;CORE:B, LiveSHINE:C;B, C;CORE:[B], LiveSHINE:[C|D];;;;;;;;;;;;;;;;;12;905;C;12;905;C;2,15;977;D;2,15;977;D;413;890;413;890;B;B;2;;;;;;
2468;SIGIR WORKSHOP: STYLISTIC ANALYSIS OF TEXT FOR INFORMATION ACCESS;STYLE;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2469;IEEE PES TRANSMISSION AND DISTRIBUTION CONFERENCE AND EXHIBITION;T&D;Work in Progress;Work in Progress;MA:B;B;MA:[B|D];53;549;B;28, 53;549, 913;C, B;8,45;936;C;5,21, 8,45;936, 1351;D, C;3609;18817;731, 3609;6175, 18817;;;;;;;;;;;;;;;;;;;2;;;;;;
2470;INTERNATIONAL WORKSHOP ON TECHNOLOGY FOR EDUCATION;T4E;Work in Progress;Work in Progress;LiveSHINE:C;C;LiveSHINE:[C|D];;;;;;;;;;;;;;;;;9;959;C;9;959;C;1,97;989;D;1,97;989;D;290;571;290;571;;;1;;;;;;
2471;INTERNATIONAL CONFERENCE ON THEOREM PROVING WITH ANALYTIC TABLEAUX AND RELATED METHODS;TABLEAUX;3;B-;CORE:A, LiveSHINE:C, MA:C;A, C, C;CORE:[A], LiveSHINE:[C|C], MA:[C|B-];32;776;C;32;776;C;11,74;698;B-;11,74;698;B-;431;5062;431;5062;19;725;C;19;725;C;9,06;513;C;9,06;513;C;143;1296;143;1296;A;A;3;;;;;;
2472;TEXT ANALYSIS CONFERENCE;TAC;Work in Progress;Work in Progress;LiveSHINE:A-;A-;LiveSHINE:[B|A++];;;;;;;;;;;;;;;;;25;536;B;25;536;B;25,02;130;A++;25,02;130;A++;165;4129;165;4129;;;1;;;;;;
2473;TOOLS AND ALGORITHMS FOR CONSTRUCTION AND ANALYSIS OF SYSTEMS;TACAS;1;A+;CORE:A, LiveSHINE:A+, MA:A+;A+, A+, A;CORE:[A], LiveSHINE:[A|A++], MA:[A|A++];106;150;A;106;150;A;45,25;129;A++;45,25;129;A++;1184;53581;1184;53581;63;107;A;63;107;A;38,28;67;A++;38,28;67;A++;500;19139;500;19139;A;A;3;;;;;;
2474;INTERNATIONAL CONFERENCE ON THEORETICAL ASPECTS OF COMPUTER SOFTWARE;TACS;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A++];35;724;C;35;724;C;35,35;188;A++;35,35;188;A++;170;6010;170;6010;;;;;;;;;;;;;;;;;;;1;;;;;;
2475;TAI: ALGORITHMIC INFORMATION THEORY: KOLMOGOROV COMPLEXITY;TAI;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2476;THEORY AND APPLICATIONS OF KNOWLEDGE MANAGEMENT;TAKMA;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2477;CONFERENCE ON THEORY AND APPLICATIONS OF MODELS OF COMPUTATION;TAMC;Work in Progress;Work in Progress;CORE:B, MA:C;B, C;CORE:[B], MA:[C|B-];19;1487;C;19;1487;C;10,3;795;B-;10,3;795;B-;585;6027;585;6027;;;;;;;;;;;;;;;;;B;B;2;;;;;;
2478;TASK MODELS AND DIAGRAMS FOR USER INTERFACE DESIGN;TAMODIA;Work in Progress;Work in Progress;MA:C;C;MA:[C|B-];20;1408;C;20;1408;C;11,71;701;B-;11,71;701;B-;134;1569;134;1569;;;;;;;;;;;;;;;;;;;1;;;;;;
2479;TESTS AND PROOFS;TAP;3;B-;CORE:B, LiveSHINE:C, MA:A-;A-, B, C;CORE:[B], LiveSHINE:[C|B], MA:[B|A];60;435;B;60;435;B;22,79;349;A;22,79;349;A;504;11484;504;11484;19;725;C;19;725;C;15,26;284;B;15,26;284;B;125;1907;125;1907;B;B;3;;;;;;
2480;INTERNATIONAL JOINT CONFERENCE CAAP/FASE ON THEORY AND PRACTICE OF SOFTWARE DEVELOPMENT;TAPSOFT;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2481;THEORETICAL ASPECTS OF RATIONALITY AND KNOWLEDGE;TARK;3;B;CORE:A, LiveSHINE:B, MA:B;A, B, B;CORE:[A], LiveSHINE:[B|B], MA:[B-|A];50;578;B-;50;578;B-;19,79;404;A;19,79;404;A;451;8924;451;8924;26;511;B;26;511;B;14,84;297;B;14,84;297;B;146;2167;146;2167;A;A;3;;;;;;
2482;IEEE/IFIP INTERNATIONAL SYMPOSIUM ON THEORETICAL ASPECTS OF SOFTWARE ENGINEERING;TASE;Work in Progress;Work in Progress;CORE:C, LiveSHINE:C, MA:C;C, C, C;CORE:[C], LiveSHINE:[C|D], MA:[C|D];15;1883;C;15;1883;C;3,96;1545;D;3,96;1545;D;397;1572;397;1572;18;758;C;18;758;C;6,17;706;D;6,17;706;D;338;2084;338;2084;C;C;3;;;;;;
2483;THEORY OF CRYPTOGRAPHY CONFERENCE;TCC;2;A;CORE:A, LiveSHINE:A+, MA:A;A+, A, A;CORE:[A], LiveSHINE:[A|A++], MA:[A-|A++];85;232;A-;85;232;A-;39,49;157;A++;39,49;157;A++;751;29659;751;29659;67;94;A;67;94;A;48,23;42;A++;48,23;42;A++;383;18472;383;18472;A;A;3;;;;;;
2484;INTERNATIONAL WORKSHOP ON TEMPORAL DATABASES;TDB;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2485;INTERNATIONAL CONFERENCE ON TECHNOLOGY EDUCATION;TE;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2486;TANGIBLE AND EMBEDDED INTERACTION;TEI;2;A-;CORE:A, LiveSHINE:A-, MA:B;A, A-, B;CORE:[A], LiveSHINE:[A-|B], MA:[B|B-];55;506;B;55;506;B;11,95;682;B-;11,95;682;B-;1108;13241;1108;13241;46;209;A-;46;209;A-;14,52;303;B;14,52;303;B;773;11224;773;11224;A;A;3;;;;;;
2487;IEEE REGION 10 CONFERENCE;TENCON;Work in Progress;Work in Progress;CORE:C, MA:B;B, C;CORE:[C], MA:[B|D];59;447;B;59;447;B;2,95;1758;D;2,95;1758;D;10164;29963;10164;29963;;;;;;;;;;;;;;;;;C;C;2;;;;;;
2488;TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES;TETT;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A++];34;746;C;34;746;C;28,04;263;A++;28,04;263;A++;962;26978;962;26978;;;;;;;;;;;;;;;;;;;1;;;;;;
2489;WORKSHOP ON GRAPH BASED METHODS FOR NATURAL LANGUAGE PROCESSING;TEXTGRAPHS;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A-];16;1770;C;16;1770;C;17,08;485;A-;17,08;485;A-;91;1554;91;1554;;;;;;;;;;;;;;;;;;;1;;;;;;
2490;TRENDS IN FUNCTIONAL PROGRAMMING;TFP;Work in Progress;Work in Progress;LiveSHINE:C, MA:C;C, C;LiveSHINE:[C|C], MA:[C|D];18;1569;C;18;1569;C;5,66;1265;D;5,66;1265;D;185;1048;185;1048;11;921;C;11;921;C;7,18;630;C;7,18;630;C;45;323;45;323;;;2;;;;;;
2491;IEEE-SP INTERNATIONAL SYMPOSIUM ON TIME-FREQUENCY AND TIME-SCALE ANALYSIS;TFTS;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];26;1015;C;26;1015;C;6,75;1123;D;6,75;1123;D;599;4044;599;4044;;;;;;;;;;;;;;;;;;;1;;;;;;
2492;TRUSTWORTHY GLOBAL COMPUTING;TGC;Work in Progress;Work in Progress;MA:C;C;MA:[C|B-];23;1184;C;23;1184;C;11,46;716;B-;11,46;716;B-;228;2613;228;2613;;;;;;;;;;;;;;;;;;;1;;;;;;
2493;TOPOLOGICAL AND GEOMETRIC GRAPH THEORY;TGGT;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2494;IEEE TORONTO INTERNATIONAL CONFERENCE SCIENCE AND TECHNOLOGY FOR HUMANITY;TIC STH;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];15;1883;C;15;1883;C;4,46;1467;D;4,46;1467;D;186;829;186;829;;;;;;;;;;;;;;;;;;;1;;;;;;
2495;INTERNATIONAL SYMPOSIUM ON TEMPORAL REPRESENTATION AND REASONING;TIME;Work in Progress;Work in Progress;CORE:B, LiveSHINE:C, MA:C;B, C, C;CORE:[B], LiveSHINE:[C|C], MA:[C|B];28;913;C;28;913;C;12,37;660;B;12,37;660;B;511;6322;511;6322;21;667;C;21;667;C;8,09;574;C;8,09;574;C;246;1990;246;1990;B;B;3;;;;;;
2496;THEORETICAL ISSUES IN NATURAL LANGUAGE PROCESSING;TINLAP;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A];23;1184;C;23;1184;C;19,88;400;A;19,88;400;A;119;2366;119;2366;;;;;;;;;;;;;;;;;;;1;;;;;;
2497;REAL-TIME: THEORY IN PRACTICE, REX WORKSHOP;TIP;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A++];17;1669;C;17;1669;C;112,1;17;A++;112,1;17;A++;29;3251;29;3251;;;;;;;;;;;;;;;;;;;1;;;;;;
2498;TRUSTWORTHY INTERFACES FOR PASSWORDS AND PERSONAL INFORMATION WORKSHOP;TIPPI;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2499;INTERNATIONAL CONFERENCE ON TYPED LAMBDA CALCULI AND APPLICATIONS;TLCA;3;B-;LiveSHINE:B-, MA:B;B, B-;LiveSHINE:[B-|B-], MA:[B-|A];42;636;B-;42;636;B-;20,34;391;A;20,34;391;A;359;7303;359;7303;23;607;B-;23;607;B-;10,3;440;B-;10,3;440;B-;153;1576;153;1576;;;2;;;;;;
2500;ACM SIGPLAN WORKSHOP ON TYPES IN LANGUAGE DESIGN AND IMPLEMENTATION (WAS TIC);TLDI;Work in Progress;Work in Progress;CORE:C, MA:B-;B-, C;CORE:[C], MA:[C|A++];22;1238;C;22;1238;C;31,06;227;A++;31,06;227;A++;71;2205;71;2205;;;;;;;;;;;;;;;;;C;C;2;;;;;;
2501;TRAFFIC MONITORING AND ANALYSIS;TMA;Work in Progress;Work in Progress;MA:C;C;MA:[C|C];18;1569;C;18;1569;C;8,9;895;C;8,9;895;C;167;1487;167;1487;;;;;;;;;;;;;;;;;;;1;;;;;;
2502;INTERNATIONAL CONFERENCE ON THEORETICAL AND MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE;TMFCS;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2503;TECHNOLOGY MANAGEMENT FOR GLOBAL FUTURE - PICMET CONFERENCE;TMGF;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];15;1883;C;15;1883;C;2,97;1752;D;2,97;1752;D;279;829;279;829;;;;;;;;;;;;;;;;;;;1;;;;;;
2504;INTERNATIONAL CONFERENCE ON THEORETICAL AND METHODOLOGICAL ISSUES IN MACHINE TRANSLATION;TMI;Work in Progress;Work in Progress;CORE:B;B;CORE:[B];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;B;1;;;;;;
2505;TECHNOLOGY OF OBJECT-ORIENTED LANGUAGES AND SYSTEMS;TOOLS;3;B;CORE:B, LiveSHINE:B, MA:B-;B, B, B-;CORE:[B], LiveSHINE:[B-|A-], MA:[B-|C];41;646;B-;41;646;B-;7,29;1054;C;7,29;1054;C;1041;7589;1041;7589;23;607;B-;23;607;B-;16,24;263;A-;16,24;263;A-;104;1689;104;1689;B;B;3;;;;;;
2506;INTERNATIONAL CONFERENCE ON THEORY AND PRACTICE OF DIGITAL LIBRARIES;TPDL;3;B-;CORE:B, LiveSHINE:B, MA:C;B, B, C;CORE:[B], LiveSHINE:[B|C], MA:[C|D];20;1408;C;20;1408;C;5,53;1290;D;5,53;1290;D;462;2553;462;2553;31;405;B;31;405;B;7,27;624;C;7,27;624;C;651;4730;651;4730;B;B;3;;;;;;
2507;TECHNIQUES AND PROBLEMS IN GRAPH THEORY;TPGT;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2508;THEOREM PROVING IN HIGHER ORDER LOGICS;TPHOLS;Work in Progress;Work in Progress;MA:A-;A-;MA:[B|A];59;447;B;59;447;B;22,14;361;A;22,14;361;A;559;12379;559;12379;;;;;;;;;;;;;;;;;;;1;;;;;;
2509;INTERNATIONAL CONFERENCE ON SOLID-STATE SENSORS, ACTUATORS AND MICROSYSTEMS;TRANSDUCERS;Work in Progress;Work in Progress;MA:B;B;MA:[B|D];54;527;B;54;527;B;3,98;1538;D;3,98;1538;D;3817;15206;3817;15206;;;;;;;;;;;;;;;;;;;1;;;;;;
2510;INTERNATIONAL VISUALIZATION IN TRANSPORTATION SYMPOSIUM AND WORKSHOP;TRB VIZ;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2511;TEXT RETRIEVAL CONFERENCE;TREC;2;A-;LiveSHINE:B, MA:A+;A+, B;LiveSHINE:[B|C], MA:[A|A++];112;132;A;112;132;A;29,54;244;A++;29,54;244;A++;1874;55350;1874;55350;38;296;B;38;296;B;8,75;536;C;8,75;536;C;854;7469;854;7469;;;2;;;;;;
2512;TRI-ADA;TRI ADA;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];16;1770;C;16;1770;C;3,34;1679;D;3,34;1679;D;567;1892;567;1892;;;;;;;;;;;;;;;;;;;1;;;;;;
2513;ANNUAL INTERNATIONAL CONFERENCE ON ADA;TRI-ADA;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2514;TESTBEDS AND RESEARCH INFRASTRUCTURES FOR THE DEVELOPMENT OF NETWORKS AND COMMUNITIES;TRIDENTCOM;3;B-;CORE:B, LiveSHINE:B, MA:C;B, B, C;CORE:[B], LiveSHINE:[B|B-], MA:[C|C];30;836;C;30;836;C;9,4;859;C;9,4;859;C;562;5285;562;5285;33;368;B;33;368;B;11,27;401;B-;11,27;401;B-;343;3865;343;3865;B;B;3;;;;;;
2515;TRUST AND TRUSTWORTHY COMPUTING;TRUST;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A-];27;959;C;27;959;C;17,51;474;A-;17,51;474;A-;222;3888;222;3888;;;;;;;;;;;;;;;;;;;1;;;;;;
2516;INTERNATIONAL CONFERENCE ON TRUST, PRIVACY AND SECURITY IN DIGITAL BUSINESS;TRUSTBUS;Work in Progress;Work in Progress;CORE:B, MA:C;B, C;CORE:[B], MA:[C|D];20;1408;C;20;1408;C;6,49;1154;D;6,49;1154;D;302;1960;302;1960;;;;;;;;;;;;;;;;;B;B;2;;;;;;
2517;IEEE/IFIP INTERNATIONAL SYMPOSIUM ON TRUSTED COMPUTING AND COMMUNICATIONS;TRUSTCOM;3;B-;CORE:A, MA:C;A, C;CORE:[A], MA:[C|D];27;959;C;27;959;C;3,75;1592;D;3,75;1592;D;1703;6378;1703;6378;;;;;;;;;;;;;;;;;A;A;2;;;;;;
2518;INTERNATIONAL CONFERENCE ON TEXT SPEECH AND DIALOGUE;TSD;Work in Progress;Work in Progress;LiveSHINE:B, MA:C;B, C;LiveSHINE:[B|D], MA:[C|D];29;870;C;29;870;C;4,62;1436;D;4,62;1436;D;1385;6399;1385;6399;27;491;B;27;491;B;5,55;757;D;5,55;757;D;798;4426;798;4426;;;2;;;;;;
2519;IEEE TRANSACTIONS ON TRANSPORTATION ELECTRIFICATION;TTE;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];15;1883;C;15;1883;C;4,94;1385;D;4,94;1385;D;246;1215;246;1215;;;;;;;;;;;;;;;;;;;1;;;;;;
2520;TYPES FOR PROOFS AND PROGRAMS;TYPES;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A];35;724;C;35;724;C;19,82;403;A;19,82;403;A;286;5669;286;5669;;;;;;;;;;;;;;;;;;;1;;;;;;
2521;USENIX WORKSHOP ON THE THEORY AND PRACTICE OF PROVENANCE;TAPP;Work in Progress;Work in Progress;LiveSHINE:C;C;LiveSHINE:[C|C];;;;;;;;;;;;;;;;;10;938;C;10;938;C;7,15;633;C;7,15;633;C;34;243;34;243;;;1;;;;;;
2522;RICHARD TAPIA CELEBRATION OF DIVERSITY IN COMPUTING CONFERENCE;TAPIA;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
2523;INTERNATIONAL CONFERENCE ON UNIVERSAL ACCESS IN HUMAN-COMPUTER INTERACTION;UAHCI;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];25;1069;C;25;1069;C;3,55;1629;D;3,55;1629;D;1875;6655;1875;6655;;;;;;;;;;;;;;;;;;;1;;;;;;
